영상ID,영상제목,조회수,좋아요수,댓글수,채널ID,채널명,댓글수/조회수,좋아요수/조회수
1YUNY2jZAh0,조각조각 모아보는 WHAT I EAT #1)다이어트 실패 후 돌아왔다! 그냥 행복하게 먹을랭 말리지마,32,0,0,UCVB7Hnkf_VEoraU7VJOdYmg,온리빵,0.0,0.0
gRk1egh85P8,"[타로카드/연애운] 6월, 이 사람이 당신을 설레게 할 거예요 | 썸, 재회, 짝사랑 | 6월 솔로 연애운",4674,318,41,UCFW1s1unMC1c-hspHcz3U6A,궁수타로,0.8771929824561403,6.8035943517329915
KjcisMHWpj8,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이",62625,0,0,UCipm_vSmn-vjAedlxaWcwXw,Game & Creative,0.0,0.0
vvrvbslVGwU,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이",26308,0,0,UCX8ju_EZHWE4omGTwmcyG0w,MyBeamNg,0.0,0.0
vNL0U6YeA64,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이",34260,0,0,UCX8ju_EZHWE4omGTwmcyG0w,MyBeamNg,0.0,0.0
ia46s8Qxwjg,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이 #37",140966,0,0,UCagXdh7zLreWYanfMBbk3UQ,Una Vita in Vacanza,0.0,0.0
YSk-tWwGepY,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이",148976,0,0,UCipm_vSmn-vjAedlxaWcwXw,Game & Creative,0.0,0.0
oaazlCAmqiU,자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라 서프라이즈 에그 매직 풍선 장난감 #17,70934,0,0,UCsjTQnlZcSB6fSiP7ht_0OQ,Hacks Busters,0.0,0.0
sjoXiaW_srM,ASMR Cooking Animation 무지개 먹방 스톱모션 다채로운진짜문어 보틀스톱 모션 만드는 요리특이한 물고기잉어 물고기캔디젤 Rainbow Fish Mukbang,111919,11447,0,UCNCT7P70OGljn0coPgmgG-w,Creative Cooking,0.0,10.227932701328639
o8Ea4B3aLTI,해외 여행 갈 때 영어는 '이것'만 기억하세요,128077,2995,167,UCom6YhUY62jM52nIMjf5_dw,오킹TV,0.13039031207789065,2.338437033971751
gNRMJa1glXk,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이 #88",135972,0,0,UCsjTQnlZcSB6fSiP7ht_0OQ,Hacks Busters,0.0,0.0
zsIQqRTJfl8,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이",39931,0,0,UCX8ju_EZHWE4omGTwmcyG0w,MyBeamNg,0.0,0.0
AYKYyPO29tc,Mukbang 컬러보틀 캔디 젤리 먹방 Fire Spicy Noodle 불닭볶음면 FOOD CHALLENGE 컬러먹방 챌린지 BBororo TTeokbokki 짜장CHOCOLATE,191430,0,0,UCnLs4XerZXV5EVWkDWwcotw,DUBYBUBA,0.0,0.0
Q08xe17MAR8,스테로이드 넣은 노은솔에 대해,356303,12606,758,UC5Zl8TbOMKMCbDZvO0NfPuw,노은솔,0.21274028004254808,3.5379999607076003
5zBp2Z42PhM,"일본 코타 본가🏠에서 가족과 하숙생활 vlog 😳부모님과 떨리는 첫만남 | 밥부터 빨래까지 다 해주시는 어무님... | 후쿠오카 생활, 일본 브이로그 | 한일커플",288734,6544,757,UCa8kktUkK9JWZQoudZ_o5pg,Tacosama 타코사마,0.26217902983368774,2.266445932934812
MmDbRcBMuSI,호주ep6) 희귀종이 넘쳐나는 호주동물원에 갔는데...생각보다 초대박입니다!!,109788,1781,117,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.1065690239370423,1.622217364374977
eamVD-9Gha0,흡혈거머리가 피를 2시간 동안 빨면 생기는 일...ㄷㄷ,476626,7675,457,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.09588230604289318,1.6102772404358974
oZLga_7vuZw,참혹한 현장입니다. 제보 받고 갔는데 진짜 화가나네요...밟혀죽고 말라죽고 답이 없습니다;;,4937857,59712,8438,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.17088384698058287,1.2092695272463336
MDmeYCPjHMg,국내최초 아기페럿 탄생했어요~!! 사장님 예쁘심3,213207,3082,221,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.10365513327423584,1.4455435328108364
pljxad4HzKo,깎을때 피가 철철 나오진 않을까? 말발굽 비밀을 알아보고 시원하게 한번 깎아보자!!,1089948,10397,494,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.04532326312814923,0.953898718103983
h0juVx1ReiQ,나 징짜 귀여운뎅..나 안보고 갈꺼양??뀨... (feat.하늘다람쥐),302909,4557,318,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.10498202430432903,1.5044122162101488
KYm4WZ97jt8,심쿵주의하세요!! 갓 태어난 아기라쿤이 안기자마자 하는 행동이...뜨헉ㅠㅠ,1258122,11465,592,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.0470542602386732,0.9112788743857909
j8H3eX7wndk,♨지구뿌셔♨ 귀염 뽀짝 말랑 쿼카에게는 무시무시한 별명이 있다?!,147481,1118,62,UCYyLIlOJyqkAFKlVjzX5img,MBN Entertainment,0.04203931353869312,0.7580637505848211
l_AV0wKLp28,아장아장 아기펭귄들이 태어났어요! 심장 터질 수 있으니 주의하여 시청하세요ㅠㅠ,3163797,45137,2051,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.06482716811476842,1.4266718123824
5i7apzoXpGc,이걸 어떻게 참아ㅠㅠ 여우 유튜버집에 갔는데..하시는 말씀이 반전!!!?,149510,2223,111,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.07424252558357301,1.4868570664169622
nNh9bO5xdso,그 시절 우리가 사랑했던 💊쪼꼬미 동물병원💊 1~12화 모아보기ㅣBinge-Watch On Animal Hospital For Tiny Animals,1664200,46036,1065,UC22go5LdQEw-iDuxFb4C0hw,SBS TV동물농장x애니멀봐,0.06399471217401755,2.766254056002884
eZAITv5F7e4,🇦🇺 야생 쿼카 물 마시는 소리 ASMR 💦 배고픈 쿼카 나뭇잎 먹방 핑크호수 호주 여행 퍼스 로트네스트 Quakka Drinking Water sound eating,139425,2049,128,UC5wr6INad74lXfkOVoNY_NQ,썽으니 랜선여행[SUNG Travelog],0.09180563026716873,1.4696073157611618
CV9fnSVHCNo,쿼카의 해맑은 웃음 속에 숨은 공포,84006,774,136,UCPSpr4MytjczoFx-NAOariQ,끼끼숭이,0.16189319810489727,0.9213627598028712
CzauzadBR1A,역대급 중학생이었네요ㄷㄷ 수백만원하는 생물을 그냥 성공 해버리네요..?,469899,5226,306,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.06512037693206411,1.1121538883887814
W8hzZYqiF_g,아직도 현존하는 공룡을 만났습니다!!!!!!!,1306166,11254,720,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.0551231619870675,0.8616056458367466
f37Da_7PC2o,호주ep4) 2탄! 살아있는 대왕 크레이피쉬와 스피어피싱으로 미터급 물고기 잡아먹기 /spear fishing and crayfish catch and cook,142213,1490,137,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.09633437168191375,1.0477241883653394
LW4mDjvFC0E,아기수달가족에게 직접잡은 무지개송어를 줘보았다.,583109,5469,250,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.042873630830599425,0.937903548050193
ihza_2s09Go,호주편ep1)야생 무지개송어를 잡으러 호주에가다.,83757,1468,174,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.20774383036641716,1.7526893274591977
oM_LhbUfSA4,심쿵조심하세요!! 여성구독자분이 슈가글라이더를 들고 오신 이유가 있다는데요..보시면 압니다,332805,3831,317,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.09525097279187512,1.1511245323838284
5_CUOlBrIgo,긴급 호출에 달려가보니 알을 째고 있네요..뜨헉ㅠㅠㅠ그 와중에 기증들어옴,883578,6372,223,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.025238292488042935,0.7211587432009398
_E_FK1Zlt50,끔찍한 사고가 날뻔했네요.. 도심 속 이런곳에 이게 있을줄이야... 보시고 꼭 조심하세요!,904948,8326,437,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.04829006749559091,0.9200528649159951
-SLtSEgpA38,"역대급 거대지네, 보시면 압니다..다양하게 얼굴과 손에 올려봤는데ㄷㄷ",273769,3172,291,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.10629399238043752,1.158641044091917
CqTAbIjIVCw,아기여우랑 공원에갔더니ㅋㅋㅋ강아지들도 사람들도 놀라는거 실화인가요?ㅋㅋ,206910,2525,122,UCwl9OALh8IMwSv_kFdHlMDA,다흑,0.05896283408245131,1.2203373447392587
Uo_3KsTx8s8,"1000만원 도마뱀을 밀웜1만마리에게 줘보았다. feat까치복어,용도마뱀",185106,2310,169,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.09129903946927707,1.2479336164143788
1bGMSZRT1JY,호주ep9) 2탄! 드디어 잡았다!! 괴물 머드크랩이 이런 곳에 숨어있을줄이야...?,131044,1613,97,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.07402093953176032,1.2308842831415403
VXjgBiez-WY,대박중에 대박! 갯벌 구멍 그냥 지나치면 안되겠네요ㄷㄷ with여자친구,360417,3653,341,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.09461262925999606,1.0135481955623626
nI6s7Pk0RyY,멸종위기동물 1급을 버릴뻔했다는 유튜버 사연이 기가 막히네요ㄷㄷ,832342,8309,304,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.03652344829409065,0.9982675390644711
RhwPMVXIca0,★긴급상황★오자마자 일 터졌네요...얼른 싹 찢어버렸습니다!,213192,3798,106,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.04972043979136177,1.7814927389395476
086t0YCnFxU,호주편ep4) 1탄! 상어출몰지역에서 살아있는 초대왕 크레이피쉬 잡기 / Catch and eat crayfish,142654,1773,119,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.08341862127945938,1.2428673573821976
ipo2i6Vp5Nc,시원함주의) 2년동안 기른 양털 싹 밀었는데...털 무게를 재어보니...,221028,2602,117,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.052934469840925126,1.177226414752882
yb_QY5DulZo,구출작전)이거 누가 했나요?? 하수구에 갇혀 죽는 수만마리 생물들...,85905,1484,115,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.13386880856760375,1.7274896688202084
n-fvXqk35sM,눈3개 몸2개 다리5개 꼬리2개 충격적인 도마뱀 탄생...이걸 어쩌죠..??,178155,2202,180,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.10103561505430665,1.2360023574976846
X1VlhOOrOxo,2달된 알집을 자르면 3초 후 생기는일..,570384,6776,484,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.08485511515049511,1.1879716121069315
VX1D8pUpAcw,"충격 그 자체인 퇴치현장, 도와주셔서 감사드립니다.",442282,5801,296,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.06692562663639941,1.3116066220194356
5ig-CRMq0Ag,호주ep9) 1탄! 물리면 손가락 으스러진다는 대왕머드크랩을 잡으러 야생으로떠나다.. /  Catch giant mudcrab,101357,1548,109,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.10754067306648776,1.527274879880028
gF2fcR7jTqs,호주ep8)2탄! 맹독성1등급 생명체 드디어 발견! feat 파리토핑 핫도그 먹방,174816,2755,139,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.07951217279882848,1.5759427054731834
teo-0RNGOiA,호주ep11)자연에서 발견되는 놀라운 야생동물들! 죽음의 도로에서 드디어 찾았는데...결국...,74680,1119,87,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.1164970540974826,1.498393144081414
cBQRaV_d07M,불개미군단에게 청개구리 지옥방을 만들어 줘보았다!,322694,3306,220,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.0681760429385114,1.0244999907032668
3BJo_uf5w8E,"호주ep10) 야생 ""아기바다거북"" 수십만마리가 태어난다는 바닷가 방문했는데.....",77519,1441,87,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.11223054992969465,1.8588991086056321
83c2UAEQbE0,아르마딜로를 만지면 2초 후 생기는 일....(조심하세요..),387868,3701,244,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.06290799962873968,0.9541906009260883
Z4kdDf1am9c,호주ep12)도대체 왜 이렇게 모여 있는 걸까요?? 직접가서 보고 감동했습니다..,91748,1233,82,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.0893752452369534,1.3438985045995553
ws2rBhqn8_w,호주ep13) 죽음을 기다리는 의문의생물..신발 벗어 구출했습니다!!  with핑크호수,87143,1425,86,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.0986883628059626,1.6352432209127525
qKXNR8t9SIk,설마x2했는데..진짜였다니..대박터졌습니다 보시면 압니다.,220130,2229,130,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.0590560123563349,1.0125834734020807
aahQyzC_0oc,호주ep8) 피까지 흘려가며 협곡에서 채집을 했는데...어떤 생물들이 나올까요???,126755,2333,158,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.12464991519072226,1.8405585578478167
blvGUAu4pvc,호주편ep2)물리면 지옥행인 가장 위험한 거대개미를 손에 올려봤습니다;;,125860,1659,166,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.13189257905609408,1.318131256952169
j2WSltEkThQ,창고인줄 알았는데 들어가보니...정글처럼 빈틈없이 생물이 가득채워져 있네요ㄷㄷㄷ,77480,993,76,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.09808982963345379,1.281621063500258
ZhRw-bevqTU,흙아파트 1년만에 털었더니..? 우글우글X99  바로 이거야 이거!!!!!!!!!!,73079,1074,98,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.13410145185347364,1.4696424417411293
isfb1GEEumM,구피천의 구피를 잡아서 바로 해부를 해보니깐 ...기생충이 얼마나 있을까??,120203,1440,202,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.1680490503564803,1.1979734282838197
WTbCf06qZlA,어쩌죠ㅋㅋㅋ 매장으로 뱀70마리를 받았습니다. 여성분이 이걸다 부화시켰다네요,114656,1746,108,UCwl9OALh8IMwSv_kFdHlMDA,다흑,0.09419480881942506,1.5228160759140386
OWqdvXOgNtA,🚂기차 1인석이 1300만원❓드레스코드가 있는 기차❓ 오리엔트 익스프레스 타 봄,522959,29689,654,UCnekLiljel-Px4ClMC7b3mg,회사원A,0.12505760489828074,5.677118091475623
K-EFzXd7g3w,"땅속에 있었던 아이들, 스쿨버스에 탄 초등학생 26명 실종사건 #미국실화",262734,7926,244,UCCCjbf-1ESumTxBlflQSQIQ,썸머썸머Summer in New York,0.092869594342567,3.0167393637671562
wrDMfJchILQ,대물만 잡는다는 장인을 만났는데...? 진짜 맛있네요ㄷㄷ,62706,754,89,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.14193219149682645,1.2024367684113164
fJ8hO55WuUU,호주ep7)수산시장에서 괴물가재 판다길래 가봤는데...맹그로브크랩과 크레이피쉬가 가득....!!?,86129,1283,107,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.12423225626676264,1.4896260260771632
BMb9lgZCga4,네??이게 학교라구요??? [학교 자랑대회2],801338,26624,1514,UC8CIM3d3zDYMk-3T5aAz0yw,혜안,0.18893400787183434,3.3224432137250446
LjA7IkImjZM,호주편ep3) 야생 괴물가재를 잡으러 갔는데....미쳤습니다...,127916,1607,113,UCOv1v2iptqYMVEwLAIUOhPw,정브르,0.08833922261484099,1.2562931924075176
9cZihoT7a8s,인생 첫 오사카 방문기,582353,16328,2145,UCaJCF6bmhG2wqPF3jA9gS4w,유우키의 일본이야기 YUUKI,0.3683332961279499,2.8037976965860913
De6Y2LZEHc0,호주 쿼카 키위먹는 영상,3119,74,8,UChrajk3cjIvBOOklme0Egkg,뼈PD,0.25649246553382493,2.3725553061878806
Ne2zjuPpnCQ,압도적인 화려함으로 '평점 9.8 레전드 웹툰'을 부활시킨 넷플릭스 1위 신작 드라마 《안나라수마나라》 한방에 몰아보기 [결말포함 영화리뷰 | 지창욱 최성은 황인엽],2566046,20096,1383,UCrCV-T59Lrxf4yR3k_poiWw,무비콕콕,0.0538961499521053,0.7831504189714449
SzJT-YJGkKM,문 직접 따야함(마인크래프트 : 감옥탈출),55886,2862,391,UC1q4Ihlv_YhLELw-ijE0Diw,마플 마인크래프트 채널,0.699638549905164,5.121139462477186
aDL1BkiNse4,카피바라 못지 않게 극강의 친화력을 가진 동물들,481377,6321,524,UCDR1vV9SJC4EafYdK-lLeUQ,해피브라더,0.10885439063353669,1.313108021363713
P-1uNiLbQnE,귀여우면 비밀번호 없어도 통과잖아,688035,14082,187,UCPqwY3dWG9-OxUGSI0hxwQQ,LIKING,0.027178849913158488,2.0466982057598813
E1Dv6CvSnDs,온갖 크레 모프들(그런데 가벼운),4556,53,10,UCOuL41VEYUbpuYey3-TrbUw,Fortune Coockie,0.21949078138718175,1.163301141352063
biCSuGRvtTc,중국 마피아 보스가 된 백인 남자 [존 윌리스],124595,1041,113,UCdBQXYpxqApoUlBtRSp8G6g,재즈감귤,0.09069384806773947,0.8355070428187327
jk5a9iE4Qcw,국가대표의 슈팅은 다르구나... 세계적인 트레이너가 인정한 백승호의 아웃프론트 발리ㄷㄷㄷ,212383,2592,272,UCdTDdygpZKdDew2s1s419iw,Shoot for Love 슛포러브,0.12807051411836165,1.2204366639514461
EuNq2CPPv9Q,vlog | 호주여행 | 호주여행에 필요한 서류 | 호주ETA | 호주DPD | 코로나 호주 여행,1277,27,14,UC8bUVfQBQ_dVDpHpm7j92-w,쮀쮀한 일상 Jjuejjue’s Life,1.096319498825372,2.11433046202036
KbeQqOd6qKE,X밥들이...,1197203,16135,947,UC7_CFRfhIj-fSk3patOQOaw,싱글벙글,0.07910103800274473,1.3477246548830901
iZH3CFl7PAY,시고르자브종 삐침,399212,7700,300,UCXPpMqZFcTu4XEBFB_BQIeQ,조랭이집사,0.07514804164203481,1.9287997354788935
Lq7X8A6Eic8,은혜 눈 공개하는 부부 브이로그,667590,15661,2108,UCoPTIaKWLi3vtImEQrx32Ew,헌터퐝,0.3157626687038452,2.345900927215806
-wnRXFqGCWk,[호주 일주12] 앨리스 스프링스가 이렇게 멋진 곳이었다니,216,16,6,UCCO6wdmiNCy06oWAOEESB3w,요요,2.7777777777777777,7.4074074074074066
TQmUTVBA28g,[브리즈번] 호주의 상징? 코알라 캥거루 보러 론파인 코알라 보호구역 가다 - 🇦🇺호주(2),55,6,4,UCGrTn9gQ6Ks5Db-uuZqp7Hw,길스타 GilStar,7.2727272727272725,10.909090909090908
3XLLuJA3BrI,화산에서 발견된 이상한 항아리를 열어보니.,354198,4911,15,UC4kEFf5TemJXNZSF4LnNkfQ,미스터리튜브 MysteryTube,0.004234919451832027,1.3865126285298055
U6EYMxhGEhw,조금 큰 고양이 화장실을 만들었다,142161,8570,692,UCOp66Vup07X0YziXaaxqs2A,haha ha,0.4867720401516591,6.028376277600748
PUUjijaN1V0,물리면 손가락이 으스러지는 물고기를 잡아서 먹어보자!,467765,6538,589,UCoPTIaKWLi3vtImEQrx32Ew,헌터퐝,0.1259179288745417,1.3977103887635887
y6eZTO7huLI,[vlog🇦🇺] 앙큼 여우 레이디의 57번째 생일 🥳,578075,21295,1093,UC6KwCU8Y8Uw4h_Q0ptLZkqw,해쭈 [HAEJOO],0.18907581196211565,3.6837780564805604
rX6Wjs-j8cY,호주 코카투 앵무새 무리 신난 아이들,26640,262,91,UC5bo1DxkUo9fGz9kMaZLF8g,투썬아빠,0.3415915915915916,0.9834834834834836
OkTbZq1RMIc,🇦🇺호주여행 | 여행𝚟𝚕𝚘𝚐 | 9박 10일 가족여행 | 멜버른 • 브리즈번 • 골드코스트 • 시드니 | 화난사건🤬| 헬기투어🚁| 요트투어🛥| 호주 숙소🌇|,4269,46,13,UC1W5OfND_cPR37sL40bqxhA,제이HEE,0.30452096509721244,1.0775357226516749
tp41xrPjEpU,중학생에게 번호따인 유니버셜스튜디오 그리고 LA 한인클럽까지 완전 핫하고 재밌던날 ! ㅋㅋㅋ,390317,5046,171,UCWuWpKhbGev8Za4J-jfdSXw,영기티비,0.043810543737526166,1.2927953432722632
eFKIFzsg0FM,넓적사슴벌레 우화,51,5,2,UCO_a-0FUfpGPx5UEV85qb2Q,비미유튜브,3.9215686274509802,9.803921568627452
kUOIJ2OFxsY,[아이유의 팔레트] 세븐틴이에유는 일촌이에유 (With 세븐틴) Ep.12,2186197,190065,9751,UC3SyT4_WLHzN7JmHQwKQZww,이지금 [IU Official],0.4460256783812255,8.693864276641126
ItwauWOYk9Y,"[VLOG] 손흥민,네이마르 선수 직관 실물 영접.. ㄹㅇ 너무 행복했던 하루 (케리아랑 같이감)",112498,1758,107,UCHxKSivB6JLZ1SEMdxd1fAg,뜨뜨뜨뜨,0.09511280200536898,1.562694447901296
P5nEQ1U5zB0,크레스티드 게코 도마뱀 알을 낳았어요! 산란후 도마뱀관리방법과 도마뱀알을 어떻게 관리하는지 방법에 대해서 설명해놓았어요! 도마뱀이 알을낳고 도마뱀밥을 먹이고 알케어 방법까지!,2732,49,37,UCuitsYiwqcz6ScbCbyfLcWw,크레수산,1.3543191800878478,1.7935578330893118
CjMm0plaPQE,아니 할머니가 왜 아궁이에서 나와요?! [러스티레이크 파라다이스],116819,1786,147,UC0z8bddfRBRBmEC-AjI6UXw,지컨,0.12583569453599158,1.5288608873556528
-WnNLw2xXr8,한국에서 가장 큰 새우를 잡아서 간장새우장을 만들어 먹어보자!,359305,5682,531,UCoPTIaKWLi3vtImEQrx32Ew,헌터퐝,0.14778530774690027,1.5813862874159836
X3-ThDbnswk,호주 Lone pine koala sanctuary 동물원 가기 #코알라 #캥거루 #호주 #동물원,87,5,4,UCZglJAbOvrKvjWxG0PwSMZQ,짐니의 브이로그,4.597701149425287,5.747126436781609
I-zI82aeCmc,야밤에 은혜를 울려버렸습니다..,618813,9590,1076,UCoPTIaKWLi3vtImEQrx32Ew,헌터퐝,0.1738812856226356,1.5497411980679139
C-LVd-gR2Ig,[반달의 삶: 허위딜러 12화] 허위딜러 만났을 때 대처법 알려드립니다,86136,1150,120,UCdHa4HY49iJ9ehZg58hB-6g,두친구,0.13931457230426303,1.3350979845825208
dZVBhm4yrYU,사이다)간땡이 부어 친구 엄카 몰래 훔친 주작충 유튜버의 최후 | [루대숲] - 61번째 사연,414608,7224,248,UCqHP70746lwBPFp30_wl5gQ,루디고GO,0.059815536603249335,1.7423686952494886
xkvHuBhBh1o,게임을 구매했는데 게임이 아니라고?? (이건 게임이 아니다/There Is No Game),1473727,12212,705,UCw-JzmPsjRcbzJLncr4pIIA,수탉,0.047837896706784906,0.8286473682032018
MWxRgoYg4T8,[세븐틴/도겸] 과테말라 원두 해명 브이앱,48647,2221,75,UC4QeW_muwNTxBRlHibWkBTQ,냥심오딧냐,0.15417189138076348,4.5655436100890086
Q_Fnz9DFeDA,"4,500km 호주 대륙 횡단 할 수 있을까  🇦🇺",12,3,1,UCdldFT3oa0tw2wNIl5Qhh6g,Atom 아톰,8.333333333333332,25.0
aB8Xgn6JKXw,침펄인물사전 | 2장 백예린 편,526845,17868,2340,UCUj6rrhMTR9pipbAWBAMvUQ,침착맨,0.4441534037525268,3.3915098368590386
